DID Released Successfully!,Μήπως κυκλοφόρησε επιτυχώς!,
IP already exist in system.,Το IP υπάρχει ήδη στο σύστημα.,
IP Added Sucessfully.,Προστέθηκε IP με επιτυχία.,
IP Removed Sucessfully.,Η IP καταργήθηκε με επιτυχία.,
SIP Device Updated Successfully!,Η συσκευή SIP ενημερώθηκε με επιτυχία!,
SIP Device Added Successfully!,Η συσκευή SIP προστέθηκε με επιτυχία!,
SIP Device Removed Sucessfully!,Η συσκευή SIP καταργήθηκε με επιτυχία!,
Caller ID Added Sucessfully!,Το αναγνωριστικό καλούντος προστέθηκε με επιτυχία!,
Please Enter Caller ID value.,Εισαγάγετε την τιμή αναγνώρισης καλούντος.,
Caller ID already Exists.,Το αναγνωριστικό καλούντος υπάρχει ήδη.,
Caller ID removed sucessfully!,Το αναγνωριστικό καλούντος καταργήθηκε με επιτυχία!,
Alert Threshold Updated Successfully!,Το όριο ειδοποίησης ενημερώθηκε με επιτυχία!,
Can not trnasfer fund to postpaid custom,Δεν είναι δυνατή η μεταφορά χρημάτων σε μεταπληρωμένο έθιμο,
Access Denied! unable transfer fund to t,Δεν επιτρέπεται η πρόσβαση! αδυναμία μεταφοράς χρημάτων σε t,
You can not transfer fund in same accoun,Δεν μπορείτε να μεταφέρετε χρήματα στο ίδιο λογαριασμό,
You can only transfer fund in same level,Μπορείτε να μεταφέρετε χρήματα μόνο στο ίδιο επίπεδο,
Please enter To account number.,Εισαγάγετε τον αριθμό λογαριασμού.,
Please enter valid amount.,Εισαγάγετε έγκυρο ποσό.,
You have insufficient balance.,Έχετε ανεπαρκές υπόλοιπο.,
Please enter valid account number.,Εισαγάγετε έγκυρο αριθμό λογαριασμού.,
Please enter amount greater then 0.,Εισαγάγετε ποσό μεγαλύτερο από 0.,
You need to enter minimum for fund trans,Πρέπει να εισαγάγετε ελάχιστο ποσό για τη μεταφορά χρημάτων,
Please enter valid account number!,Εισαγάγετε έγκυρο αριθμό λογαριασμού!,
Insuffiecient amount !,Ανεπαρκές ποσό!,
Transfer successfully!,Μεταφορά με επιτυχία!,
Account number not found.,Ο αριθμός λογαριασμού δεν βρέθηκε.,
OpenSips updated successfully!,Το OpenSips ενημερώθηκε με επιτυχία!,
Duplicate Username Found.Username Must b,Βρέθηκε διπλότυπο όνομα χρήστη. Το όνομα χρήστη πρέπει να β,
User name is required field.,Απαιτείται πεδίο ονόματος χρήστη.,
Opensips Device Removed Successfully!.,Η συσκευή Opensips καταργήθηκε με επιτυχία !.,
Speed-dial Number Added Successfully!,Ο αριθμός ταχείας κλήσης προστέθηκε με επιτυχία!,
Can not delete blank speeddial number,Δεν είναι δυνατή η διαγραφή του κενού αριθμού speeddial,
Speed-dial Number Removed Successfully!,Ο αριθμός ταχείας κλήσης καταργήθηκε με επιτυχία!,
Pin Updated Successfully!,Η καρφίτσα ενημερώθηκε με επιτυχία!,
DID Updated Successfully!,Ενημερώθηκε με επιτυχία!,
for fund transfer.,για μεταφορά χρημάτων.,
You need to enter minimum,Πρέπει να εισαγάγετε το ελάχιστο,
please enter recharge value,εισαγάγετε την τιμή επαναφόρτισης,
New Password,νέος κωδικός πρόσβασης,
Old Password,ΠΑΛΙΟΣ ΚΩΔΙΚΟΣ,
Conform Password,Διαμόρφωση κωδικού πρόσβασης,
Letters only please,Παρακαλώ γράμματα μόνο,
IP Mapping,Χαρτογράφηση IP,
The Coupon Number field must contain onl,Το πεδίο Αριθμός κουπονιού πρέπει να περιέχει onl,
The Coupon Number field have inactive re,Το πεδίο Αριθμός κουπονιού έχει ανενεργό re,
This Coupon Number is already in use.,Αυτός ο αριθμός κουπονιού χρησιμοποιείται ήδη.,
This Coupon Number is not found.,Αυτός ο αριθμός κουπονιού δεν βρέθηκε.,
The Coupon Number field is required.,Απαιτείται το πεδίο Αριθμός κουπονιού.,
REFILL COUPON RECHARGE,ΕΠΑΝΕΞΑΓΩΓΗ ΚΟΥΠΩΝ,
You just recharged,Μόλις επαναφορτίσατε,
account with The new balance will be,λογαριασμός με το νέο υπόλοιπο θα είναι,
My Profile,Το ΠΡΟΦΙΛ μου,
My Account,Ο λογαριασμός μου,
Alert Threshold,Όριο ειδοποίησης,
The Caller ID field is required.,Απαιτείται το πεδίο αναγνώρισης καλούντος.,
Change Password,Άλλαξε κωδικό,
Bill Type,Τύπος λογαριασμού,
Bill Days,Μπιλ Ημέρες,
New Products,Νέα Προϊόντα,
Active Products,Ενεργά προϊόντα,
Outstanding,Εξαιρετική,
Today's Calls,Οι σημερινές κλήσεις,
Recent Calls,Πρόσφατες κλήσεις,
The Available DIDs field is required.,Απαιτείται το πεδίο Διαθέσιμα DID.,
Please enter your password,Παρακαλώ εισάγετε τον κωδικό σας,
Please enter your first name,Παρακαλώ εισάγετε το ονομα σας,
Please enter your email,Εισαγάγετε το email σας,
Please enter valid email,Εισαγάγετε έγκυρο email,
This field is required.,Αυτό το πεδίο είναι υποχρεωτικό.,
Email Setting,Ρύθμιση email,
SMTP Password,Κωδικός πρόσβασης SMTP,
Are you sure want to remove logo?,Είστε βέβαιοι ότι θέλετε να καταργήσετε το λογότυπο,
The IP field must contain a unique value,Το πεδίο IP πρέπει να περιέχει μια μοναδική τιμή,
The IP field have not valid IP.,Το πεδίο IP δεν έχει έγκυρο IP.,
The IP field is required.,Το πεδίο IP απαιτείται.,
The Name field is required.,Το πεδίο όνομα είναι απαραίτητο.,
Please enter only alpha-numeric value,Εισαγάγετε μόνο αλφαριθμητική τιμή,
Are you sure want to delete speed dial r,Είστε βέβαιοι ότι θέλετε να διαγράψετε την ταχεία κλήση r,
Generated Date,Ημερομηνία δημιουργίας,
My Products,Τα προϊόντα μου,
Pinless CLI,CLI χωρίς pin,
Refill Coupon,Κουπόνι επαναπλήρωσης,
TopUp,Επάνω,
Pay with Paypal,Πληρώστε με Paypal,
Pay with Card,Πληρώστε με κάρτα,
Assign,Αναθέτω,
Send Credit,Αποστολή πίστωσης,
To Account,Προς λογαριασμό,
From Account,Από λογαριασμό,
Transfer,ΜΕΤΑΦΟΡΑ,
Telephone 1,Τηλέφωνο 1,
Telephone 2,Τηλέφωνο 2,
Address 2,Διεύθυνση 2,
Zip/Postal Code,Ταχυδρομικός κώδικας,
User Profile,Προφίλ χρήστη,
Low Balance Alert Level,Επίπεδο ειδοποίησης χαμηλού υπολοίπου,
Enable Email Alerts ?,Ενεργοποίηση ειδοποιήσεων μέσω email,
Low Balance Alert Email,Email ειδοποίησης χαμηλού υπολοίπου,
User name,Ονομα χρήστη,
Something went to wrong !,Κάτι πήγε στραβά!,
Product Purchased successfully !,Το προϊόν αγοράστηκε με επιτυχία!,
Insufficent Balance to purchase product ,Ανεπαρκές υπόλοιπο για αγορά προϊόντος,
Product assigned successfully!,Το προϊόν ανατέθηκε με επιτυχία!,
Something went wrong !,Κάτι πήγε στραβά !,
Product Not Found,Το προϊόν δεν βρέθηκε,
Transaction has been failed,Η συναλλαγή απέτυχε,
not inserted. Transaction has been faile,δεν έχει εισαχθεί. Η συναλλαγή ήταν αδύνατη,
Select Customer.,Επιλέξτε Πελάτη.,
Product Information,Πληροφορίες Προϊόντος,
Price+SetUp Fee,Τιμή + Χρέωση SetUp,
Use Voucher,Χρησιμοποιήστε κουπόνι,
Amount Without Tax,Ποσό χωρίς φόρο,
Total Tax,Συνολικός φόρος,
Amount With Tax,Ποσό με ΦΠΑ,
Parent Products,Γονικά προϊόντα,
Edit Product,Επεξεργασία προϊόντος,
Product updated successfully!,Το προϊόν ενημερώθηκε με επιτυχία!,
Product added successfully!,Το προϊόν προστέθηκε με επιτυχία!,
Product removed successfully!,Το προϊόν καταργήθηκε με επιτυχία!,
Product optin successfully!,Το προϊόν optin ολοκληρώθηκε με επιτυχία!,
Edit Info,Επεξεργασία πληροφοριών,
Product assign successfully,Η εκχώρηση προϊόντος ολοκληρώθηκε με επιτυχία,
Insufficient balance to assign product!,Ανεπαρκές υπόλοιπο για εκχώρηση προϊόντος!,
Terminated Updated Successfully!,Ολοκληρώθηκε Ενημερώθηκε με επιτυχία!,
Terminated,Τερματίστηκε,
Setup Cost,Κόστος εγκατάστασης,
Order New,Παραγγελία νέο,
Caller ID updated successfully!,Το αναγνωριστικό καλούντος ενημερώθηκε με επιτυχία!,
Caller ID added successfully!,Το αναγνωριστικό καλούντος προστέθηκε με επιτυχία!,
Caller ID removed successfully!,Το αναγνωριστικό καλούντος καταργήθηκε με επιτυχία!,
Name is not contain any space,Το όνομα δεν περιέχει κενό,
Name already exist in system.,Το όνομα υπάρχει ήδη στο σύστημα.,
Callbarring Settings Updated Successfull,Οι ρυθμίσεις Callbarring ενημερώθηκαν με επιτυχία,
allbarring Settings Added Successfully!,Οι ρυθμίσεις allbarring προστέθηκαν με επιτυχία!,
Call Barring Removed Successfully!,Η φραγή κλήσεων καταργήθηκε με επιτυχία!,
Calltype already exist in system.,Ο τύπος κλήσης υπάρχει ήδη στο σύστημα.,
Calltype Updated Successfully!,Ο τύπος κλήσης ενημερώθηκε με επιτυχία!,
Calltype Added Successfully!,Ο τύπος κλήσης προστέθηκε με επιτυχία!,
calltype removed successfully!,Ο τύπος κλήσης καταργήθηκε με επιτυχία!,
File must be in the following format(.cs,Το αρχείο πρέπει να έχει την ακόλουθη μορφή (.cs,
Import Package Codes:,Εισαγωγή κωδικών πακέτου:,
Records Imported Successfully:,Οι εγγραφές εισήχθησαν με επιτυχία:,
Records Not Imported :,Μη εισαγόμενες εγγραφές:,
Download Errors,Σφάλματα λήψης,
Back to Package Patterns List,Επιστροφή στη λίστα προτύπων πακέτων,
Add To List,Πρόσθεσε στη λίστα,
Routing Prefix already exist in system.,Το πρόθεμα δρομολόγησης υπάρχει ήδη στο σύστημα.,
Rate Group Updated Successfully!,Η ομάδα τιμών ενημερώθηκε με επιτυχία!,
Rate Group Added Successfully!,Η ομάδα αξιολόγησης προστέθηκε με επιτυχία!,
Duplicate Rate Group Added Successfully!,Η ομάδα διπλότυπων ποσοστών προστέθηκε με επιτυχία!,
Routing Prefix (Enterprise),Πρόθεμα δρομολόγησης (Enterprise),
Priority (Enterprise),Προτεραιότητα (Επιχείρηση),
Percentage (WIP) (Enterprise),Ποσοστό (WIP) (Επιχείρηση),
LCR,LCR,
Percentage,Ποσοστό,
Tax removed successfully!,Ο φόρος καταργήθηκε με επιτυχία!,
Tax added successfully!,Ο φόρος προστέθηκε με επιτυχία!,
Tax updated successfully!,Ο φόρος ενημερώθηκε με επιτυχία!,
Charges List,Λίστα χρεώσεων,
Trunk Updated Successfully!,Ο κορμός ενημερώθηκε με επιτυχία!,
Trunk Added Successfully!,Ο κορμός προστέθηκε με επιτυχία!,
Trunk removed successfully!,Ο κορμός αφαιρέθηκε με επιτυχία!,
setting updated successfully!,η ρύθμιση ενημερώθηκε με επιτυχία!,
Template Updated Successfully!,Το πρότυπο ενημερώθηκε με επιτυχία!,
Template Added Successfully!,Το πρότυπο προστέθηκε με επιτυχία!,
Country Updated successfully!,Η χώρα ενημερώθηκε με επιτυχία!,
Country Added successfully!,Η χώρα προστέθηκε με επιτυχία!,
Country removed successfully!,Η χώρα καταργήθηκε με επιτυχία!,
Currency Updated Successfully!,Το νόμισμα ενημερώθηκε με επιτυχία!,
My Rates,Οι τιμές μου,
Cost / Min,Κόστος / Ελάχ,
Purchase,Αγορά,
Available DIDs,Διαθέσιμα DID,
New IP,Νέα IP,
Digits,Ψηφία,
Email Address,Διεύθυνση ηλεκτρονικού ταχυδρομείου,
Call Forward,Καλέστε προς τα εμπρός,
If Busy:,Εάν απασχολημένος:,
If SIP Not Registered:,Εάν το SIP δεν είναι εγγεγραμμένο:,
If No Answer:,Εάν όχι απάντηση:,
Pay Now,Πλήρωσε τώρα,
Pay with Account,Πληρώστε με λογαριασμό,
Please wait,Παρακαλώ περιμένετε,
Coupon Number:,Αριθμός κουπονιού:,
Add Voucher,Προσθήκη κουπονιού,
Selected Plan,Επιλεγμένο σχέδιο,
My Product,Το προϊόν μου,
Parent Product,Γονικό προϊόν,
Edit Email Template,Επεξεργασία προτύπου email,
Details,Λεπτομέριες,
KEY,ΚΛΕΙΔΙ,
Value,ΑΞΙΑ,
Records with duplicate account number and email will be ignored.,Οι εγγραφές με διπλό αριθμό λογαριασμού και email θα αγνοηθούν.,
Account Details,λεπτομέρειες λογαριασμού,
Mass Customer,Μαζικός πελάτης,
Daily,Καθημερινά,
Monthly,Μηνιαίο,
Prepaid,Προπληρωμένος,
Postpaid,Μεταπληρωμή,
Force Caller ID,Αναγκαστική αναγνώριση καλούντος,
Customer Profile,ΠΡΟΦΙΛ ΤΟΥ πελάτη,
Caller Id Name,Όνομα αναγνώρισης καλούντος,
Caller Id Number,Αριθμός αναγνώρισης καλούντος,
Blocked Codes,Αποκλεισμένοι κωδικοί,
Page will display only receipts and confirmed invoices.,Η σελίδα θα εμφανίζει μόνο αποδείξεις και επιβεβαιωμένα τιμολόγια.,
Accessnumber Updated Successfully!,Ο αριθμός πρόσβασης ενημερώθηκε με επιτυχία!,
Accessnumber Removed Successfully!,Ο αριθμός πρόσβασης καταργήθηκε με επιτυχία!,
Invalid file format : Only CSV file allows to import records(Can't import empty file),Μη έγκυρη μορφή αρχείου: Μόνο το αρχείο CSV επιτρέπει την εισαγωγή εγγραφών (Δεν είναι δυνατή η εισαγωγή κενού αρχείου),
Please Select File.,Επιλέξτε Αρχείο.,
 are required, απαιτούνται,
 is Required, απαιτείται,
 is not Valid, δεν είναι έγκυρη,
Duplicate accessnumber found from database,Βρέθηκε διπλός αριθμός πρόσβασης από τη βάση δεδομένων,
Duplicate accessnumber found from import file.,Βρέθηκε διπλός αριθμός πρόσβασης από το αρχείο εισαγωγής.,
Total,Σύνολο,
AccessNumber Imported Successfully!,Η AccessNumber εισήχθη με επιτυχία!,
Records Not Imported:,Μη εισαγόμενες εγγραφές:,
Back to AccessNumber List,Επιστροφή στη λίστα AccessNumber,
Speed Dial Number Updated Successfully,Ο αριθμός ταχείας κλήσης ενημερώθηκε με επιτυχία,
Please insert only numeric value!,Εισαγάγετε μόνο αριθμητική τιμή!,
Speed Dial Number Removed Successfully,Ο αριθμός ταχείας κλήσης καταργήθηκε με επιτυχία,
Speed Dial Number is Empty,Ο αριθμός ταχείας κλήσης είναι κενός,
Sip Device removed successfully!,Η συσκευή Sip καταργήθηκε με επιτυχία!,
Sip updated successfully!,Η γουλιά ενημερώθηκε με επιτυχία!,
Block Code Removed Sucessfully!,Ο αποκλεισμός κώδικα καταργήθηκε με επιτυχία!,
Your Account Limit has been reached.Please Change Your Prefix.,Το όριο του λογαριασμού σας έχει συμπληρωθεί. Αλλάξτε το πρόθεμά σας.,
Please Enter Proper Account Length.,Εισαγάγετε το σωστό μήκος λογαριασμού.,
Bulk customer generate successfully!,Μαζική παραγωγή πελατών με επιτυχία!,
Recharge successfully!,Επαναφορτίστε με επιτυχία!,
Post charge applied successfully.,Η ταχυδρομική χρέωση εφαρμόστηκε με επιτυχία.,
Account callerID updated successfully!,Το CallerID λογαριασμού ενημερώθηκε με επιτυχία!,
Account callerID added successfully!,Το αναγνωριστικό καλούντος λογαριασμού προστέθηκε με επιτυχία!,
Reseller updated successfully!,Ο μεταπωλητής ενημερώθηκε με επιτυχία!,
Reseller added successfully!,Ο μεταπωλητής προστέθηκε με επιτυχία!,
Updated successfully!,Ενημερώθηκε με επιτυχία!,
Added Successfully!,Προστέθηκε με επιτυχία!,
Customer batch updated successfully!,Η δέσμη πελατών ενημερώθηκε με επιτυχία!,
Reseller batch updated successfully!,Η παρτίδα μεταπωλητών ενημερώθηκε με επιτυχία!,
Customer Removed Successfully!,Ο πελάτης καταργήθηκε με επιτυχία!,
Reseller Removed Successfully!,Ο μεταπωλητής καταργήθηκε με επιτυχία!,
Provider Removed Successfully!,Ο πάροχος καταργήθηκε με επιτυχία!,
Admin Removed Successfully!,Ο διαχειριστής καταργήθηκε με επιτυχία!,
Sub Admin Removed Successfully!,Ο δευτερεύων διαχειριστής καταργήθηκε με επιτυχία!,
DID Added Successfully.,Προστέθηκε επιτυχώς.,
DID Already Removed Before.,Αφαιρέθηκε ήδη στο παρελθόν.,
Account Tax Added Successfully!,Ο φόρος λογαριασμού προστέθηκε με επιτυχία!,
Account Tax Removed Successfully!,Ο φόρος λογαριασμού καταργήθηκε με επιτυχία!,
Product Removed Sucessfully.,Το προϊόν καταργήθηκε με επιτυχία.,
Email Resend Successfully!,Αποστολή email με επιτυχία!,
Email List Updated Successfully!,Η λίστα email ενημερώθηκε με επιτυχία!,
Email List Added Successfully!,Η λίστα email προστέθηκε με επιτυχία!,
Email Removed Successfully!,Το email καταργήθηκε με επιτυχία!,
Please Try Again!,ΠΑΡΑΚΑΛΩ προσπαθησε ξανα!,
Email BroadCast Successfully!,Μήνυμα ηλεκτρονικού ταχυδρομείου BroadCast με επιτυχία!,
No Record Found!,Δεν Βρέθηκε Αρχείο!,
Email Address Not Found!,Η διεύθυνση email δεν βρέθηκε!,
Edit Freeswitch SIP Devices,Επεξεργασία Freeswitch SIP Devices,
Create Freeswitch SIP Devices,Δημιουργήστε συσκευές Freeswitch SIP,
Gateway Updated Successfully!,Η πύλη ενημερώθηκε με επιτυχία!,
Gateways already exist in system.,Οι πύλες υπάρχουν ήδη στο σύστημα.,
Gateway name must not have any space.,Το όνομα της πύλης δεν πρέπει να έχει κενό.,
Gateway Added Successfully!,Η πύλη προστέθηκε με επιτυχία!,
Gateway Removed Successfully!,Η πύλη καταργήθηκε με επιτυχία!,
Please enter All profile value!,Εισαγάγετε όλη την τιμή του προφίλ!,
SIP Profile name must not have any space!,Το όνομα προφίλ SIP δεν πρέπει να έχει κενό!,
Duplicate SIP IP OR Port found it must be unique!,Το διπλό SIP IP Ή η θύρα βρήκε ότι πρέπει να είναι μοναδικό!,
SIP Profile Added Successfully!,Το προφίλ SIP προστέθηκε με επιτυχία!,
Name must be unique!,Το όνομα πρέπει να είναι μοναδικό!,
SIP Profile Updated Successfully!,Το προφίλ SIP ενημερώθηκε με επιτυχία!,
SIP Setting Added Successfully!,Η ρύθμιση SIP προστέθηκε με επιτυχία!,
SIP Setting Updated Successfully!,Η ρύθμιση SIP ενημερώθηκε με επιτυχία!,
SIP Setting Removed Successfully!,Η ρύθμιση SIP καταργήθηκε με επιτυχία!,
SIP Profile Removed Successfully!,Το προφίλ SIP καταργήθηκε με επιτυχία!,
Host Already Exist in System.,Ο κεντρικός υπολογιστής υπάρχει ήδη στο σύστημα.,
Freeswitch Server Updated Successfully!,Ο διακομιστής Freeswitch ενημερώθηκε με επιτυχία!,
Freeswitch Server Added Successfully!,Ο διακομιστής Freeswitch προστέθηκε με επιτυχία!,
Freeswitch Server Removed Successfully!,Ο διακομιστής Freeswitch καταργήθηκε με επιτυχία!,
Invoice updated successfully!,Το τιμολόγιο ενημερώθηκε με επιτυχία!,
Invoice payment done successfully!,Η πληρωμή τιμολογίου ολοκληρώθηκε με επιτυχία!,
Account Not Found.,Ο λογαριασμός δεν βρέθηκε.,
Invoice payment amount should be higher then the invoice amount.,Το ποσό πληρωμής τιμολογίου πρέπει να είναι υψηλότερο από το ποσό τιμολογίου.,
The Favicon file size shoud not exceed 1MB!,Το μέγεθος του αρχείου Favicon δεν πρέπει να υπερβαίνει το 1MB!,
Please upload 250 * 60 size file,Ανεβάστε αρχείο μεγέθους 250 * 60,
Logo only allows file types of JPG and JPEG.,Το λογότυπο επιτρέπει μόνο τύπους αρχείων JPG και JPEG.,
Favicon only allows file types of ICO,Το Favicon επιτρέπει μόνο τύπους αρχείων ICO,
Please upload 16 * 16 size of favicon.,Μεταφορτώστε μέγεθος favicon 16 * 16.,
Company profile updated sucessfully!,Το προφίλ της εταιρείας ενημερώθηκε με επιτυχία!,
Company profile added sucessfully!,Το προφίλ της εταιρείας προστέθηκε με επιτυχία!,
Permission Denied.,Η άδεια απορρίφθηκε.,
is Deleted Sucessfully!,Διαγράφεται με επιτυχία!,
To date should not be greater than current date.,Μέχρι σήμερα δεν πρέπει να είναι μεγαλύτερη από την τρέχουσα ημερομηνία.,
Invoice generation completed.,Ολοκληρώθηκε η παραγωγή τιμολογίων.,
No data found,Δε βρέθηκαν δεδομένα,
Invoices removed successfully,Τα τιμολόγια καταργήθηκαν με επιτυχία,
The Prefix field must contain a unique value.,Το πεδίο Πρόθεμα πρέπει να περιέχει μια μοναδική τιμή.,
The IP field must contain a unique value.,Το πεδίο IP πρέπει να περιέχει μια μοναδική τιμή.,
IP Map added successfully!,Ο χάρτης IP προστέθηκε με επιτυχία!,
IP Map removed successfully!,Ο χάρτης IP καταργήθηκε με επιτυχία!,
Localization Added Successfully!,Η τοπική προσαρμογή προστέθηκε με επιτυχία!,
Localization Updated Successfully!,Η τοπική προσαρμογή ενημερώθηκε με επιτυχία!,
Localization Removed Successfully!,Η τοπική προσαρμογή καταργήθηκε με επιτυχία!,
Globalization is already exist in this system,Η παγκοσμιοποίηση υπάρχει ήδη σε αυτό το σύστημα,
Dispatcher Updated Successfully!,Το πρόγραμμα αποστολής ενημερώθηκε με επιτυχία!,
Dispatcher Added Successfully!,Το Dispatcher προστέθηκε με επιτυχία!,
Dispatcher Removed Successfully!,Το πρόγραμμα αποστολής καταργήθηκε με επιτυχία!,
Code is already in system,Ο κωδικός υπάρχει ήδη στο σύστημα,
Country is already in system,Η χώρα βρίσκεται ήδη στο σύστημα,
Ratedeck updated successfully!,Το Ratedeck ενημερώθηκε με επιτυχία!,
Ratedeck added successfully!,Το Ratedeck προστέθηκε με επιτυχία!,
Ratedeck removed successfully!,Το Ratedeck καταργήθηκε με επιτυχία!,
Duplicate Ratedeck Number found from import file.,Βρέθηκε διπλότυπος Ratedeck Number από το αρχείο εισαγωγής.,
Ratedeck Imported Successfully!,Το Ratedeck εισήχθη με επιτυχία!,
Ratedeck Import Error,Σφάλμα εισαγωγής Ratedeck,
Back to Ratedeck List,Επιστροφή στη λίστα Ratedeck,
Origination Rate Imported Successfully!,Το ποσοστό προέλευσης εισήχθη με επιτυχία!,
Origination Rate Updated Successfully!,Το ποσοστό προέλευσης ενημερώθηκε με επιτυχία!,
Origination Rate Added Successfully!,Το ποσοστό προέλευσης προστέθηκε με επιτυχία!,
Termination Rates Batch Updated Successfully!,Οι τιμές τερματισμού μαζικής ενημέρωσης ενημερώθηκαν με επιτυχία!,
Map CSV to Termination Rates,Χάρτης CSV σε τιμές τερματισμού,
Data Example,Παράδειγμα δεδομένων,
Map to Field,Χάρτης στο πεδίο,
PREFIX/DEFAULT VALUE,ΠΡΟΤΙΜΗΤΙΚΗ / ΟΡΙΣΤΙΚΗ ΑΞΙΑ,
ASTPP Field,Πεδίο ASTPP,
Created,Δημιουργήθηκε,
Modified,Τροποποιήθηκε,
You can not create,Δεν μπορείτε να δημιουργήσετε,
Refill coupon with,Αναπληρώστε το κουπόνι με,
You can create maximum,Μπορείτε να δημιουργήσετε το μέγιστο,
Refill coupon created successfully!,Το κουπόνι επαναπλήρωσης δημιουργήθηκε με επιτυχία!,
Currency Added Successfully!,Το νόμισμα προστέθηκε με επιτυχία!,
Currency Removed Successfully!,Το νόμισμα καταργήθηκε με επιτυχία!,
Backup Exported Successfully!,Το αντίγραφο ασφαλείας εξήχθη με επιτυχία!,
An error occur when the system tried to backup of the database. Please check yours system settings for the backup section,Παρουσιάστηκε σφάλμα όταν το σύστημα προσπάθησε να δημιουργήσει αντίγραφα ασφαλείας της βάσης δεδομένων. Ελέγξτε τις ρυθμίσεις του συστήματός σας για την ενότητα δημιουργίας αντιγράφων ασφαλείας,
Database Restore successfully.,Η Επαναφορά βάσης δεδομένων με επιτυχία.,
File not exists!,Το αρχείο δεν υπάρχει!,
There is a some issue or invalid file format.,Υπάρχει κάποιο πρόβλημα ή μη έγκυρη μορφή αρχείου.,
Database backup deleted successfully.,Το αντίγραφο ασφαλείας της βάσης δεδομένων διαγράφηκε με επιτυχία.,
Languages updated successfully!,Οι γλώσσες ενημερώθηκαν με επιτυχία!,
Languages removed successfully!,Οι γλώσσες καταργήθηκαν με επιτυχία!,
Languages added successfully!,Οι γλώσσες προστέθηκαν με επιτυχία!,
Translation updated successfully!,Η μετάφραση ενημερώθηκε με επιτυχία!,
Translation added successfully!,Η μετάφραση προστέθηκε με επιτυχία!,
Update Languages,Ενημέρωση γλωσσών,
Speed Dial,Ταχείας κλήσης,
Payment,Πληρωμή,
Method,Μέθοδος,
Once you confirm the invoice,Μόλις επιβεβαιώσετε το τιμολόγιο,
Payment Gateway Permission,Άδεια πληρωμής πύλης πληρωμής,
Zip Code,Ταχυδρομικός κώδικας,
Yes,Ναί,
Back,Πίσω,
Edit Reseller,Επεξεργασία μεταπωλητή,
Asignar DID a granel,Asignar Βρήκα ένα granel,
DIDs Search,Αναζήτηση DIDs,
By Month,Με το μήνα,
Create Gateway,Δημιουργία πύλης,
Calling Card Language,Γλώσσα τηλεφωνικών καρτών,
Last,τελευταίος,
Pay Date,Ημερομηνία πληρωμής,
Purchase DID,Αγορά DID,
Caller-ID-A-Form,Caller-ID-A-Φόρμα,
Expire Seconds,Λήξη δευτερολέπτων,
Termination Date,Ημερομηνία λήξης,
Registration Date,Ημερομηνία Εγγραφής,
Payment By,Πληρωμή έως,
Product Status,Κατάσταση προϊόντος,
Minute,Λεπτό,
Hour,Ωρα,
Day,Ημέρα,
Month,Μήνας,
Year,Ετος,
List,Λίστα,
Edit,Επεξεργασία,
Not Avaialable any Subscription.,Δεν διατίθεται καμία συνδρομή.,
Not Avaialable any Package for this Country.,Δεν υπάρχει διαθέσιμο πακέτο για αυτήν τη χώρα.,
You can only transfer fund in same level account.,Μπορείτε να μεταφέρετε χρήματα μόνο στο ίδιο επίπεδο λογαριασμού.,
You can not transfer fund in same account.,Δεν μπορείτε να μεταφέρετε χρήματα στον ίδιο λογαριασμό.,
Monthly Fee,Μηνιαία χρέωση,
Bulk DID Assign,Μαζική ανάθεση DID,
Invoice Start From,Έναρξη τιμολογίου από,
Edit Gateway,Επεξεργασία Gateway,
Number Of Default Rows,Αριθμός προεπιλεγμένων σειρών,
Mobile Dialer,Κινητός τηλεφωνητής,
Trunk Count,Αριθμός κορμών,
Welcome File,Αρχείο καλωσορίσματος,
Local Call Timeout (Sec.),Χρονικό όριο τοπικής κλήσης,
Rate check for DID,Έλεγχος τιμών για DID,
DID Localization,Εντοπισμός DID,
Voicemail Number,Αριθμός τηλεφωνητή,
OTP Expire Time(min),Χρόνος λήξης OTP (λεπτά),
Edit Provider,Επεξεργασία παρόχου,
Product Summary Reports,Αναφορές περίληψης προϊόντος,
Edit Origination Rate,Επεξεργασία ποσοστού προέλευσης,
Dialplan Variable,Μεταβλητή προγράμματος κλήσης,
Uninstall,Κατάργηση εγκατάστασης,
Call Stat,Κλήση Stat,
Failed Calls,Αποτυχημένες κλήσεις,
Top 10 Countries,Κορυφαίες 10 χώρες,
By Minutes,Ανά λεπτό,
By Calls,Με κλήσεις,
Telephone number is only numeric,Ο αριθμός τηλεφώνου είναι μόνο αριθμητικός,
Please enter valid Captcha code,Εισαγάγετε έγκυρο κωδικό Captcha,
Please contact to administrator,Επικοινωνήστε με τον διαχειριστή,
Requested email is already exist,Το ζητούμενο μήνυμα ηλεκτρονικού ταχυδρομείου υπάρχει ήδη,
Requested number is already exist,Ο αιτούμενος αριθμός υπάρχει ήδη,
Please enter correct words!,Εισαγάγετε σωστές λέξεις!,
THIS IS REQUIRED!,ΑΠΑΙΤΕΙΤΑΙ!,
Your account has been deleted. Please contact administrator for more information.,Ο λογαριασμός σας έχει διαγραφεί. Επικοινωνήστε με τον διαχειριστή για περισσότερες πληροφορίες.,
Your account is inactive. Please contact administrator for more information.,Ο λογαριασμός σας είναι ανενεργός. Επικοινωνήστε με τον διαχειριστή για περισσότερες πληροφορίες.,
